,A,B,C,D
0,3.5425209109204747,-0.5949846072499381,-0.9415688302250588,5.137505518170412
1,-1.1532724936457637,-0.03687278048709419,-0.7725392340382221,-1.1163997131586694
2,-0.3229698629559953,-0.09463809783770705,-0.9856059772579499,-0.22833176511828823
3,0.28858202457310433,-0.16788475491827037,0.5489092187785627,0.4564667794913747
4,2.4788896814736665,-0.206408164854487,1.2934896937764389,2.6852978463281536
5,-0.8731750511677261,-0.22522785307188642,-0.04659162705145522,1.3520528019041604
6,8.730314813786322,-0.361144040797335,1.5018076455944898,10.091458854583657
7,-0.7511319119085478,-0.2805077165674713,1.7752703881733902,-0.47062419534107647
8,1.6246008353644068,-0.3322893388123681,0.032802288559657965,3.9568901741767752
9,4.565009970325153,-0.46500586208539224,1.1965578360592166,6.0300158324105455
10,0.05812783765712548,-0.7040176175291764,-0.9058250322422223,0.7621454551863018
11,1.1694714063692437,-0.7093419923342442,0.23774648993418526,2.878813398703488
12,-0.40952158939481653,-0.14834546860961517,-0.09953720765810403,-0.26117612078520136
13,-2.1282972339338486,-0.18521576587368527,-1.3898003469092033,-1.9430814680601634
14,-1.164347105488992,-0.40626577411939424,-0.23029649422950005,0.24191866863040223
15,4.882820670429242,-0.3790446667036771,3.245897729708016,5.261865337132919
16,0.08980603947727872,-0.3434536421715624,0.7466199706925983,1.433259681648841
17,0.34771225707385217,-0.78028813917894,-0.36267663132546174,3.128000396252792
18,-3.5386608902741625,-0.2233574994587062,-2.7419132041539416,-3.3153033908154566
19,0.06448577848819265,-0.3089217818000427,-0.4612135997111722,0.37340756028823535
20,-1.3231205911368529,-0.3637760277846719,-1.1249611418222214,-0.959344563352181
21,1.6560530986259425,-0.26380428370011455,0.7797584117407373,2.919857382326057
22,0.12137770277432375,-0.05031424970886367,0.20625307003868049,1.1716919524831875
23,1.8259128890898513,-0.35772695728452286,1.6498509774031191,2.183639846374374
24,0.9736639238406954,-0.09348908804623668,-1.7222779678601141,2.067153011886932
25,0.2378531085877582,-0.4557650137562106,-1.8524194713142728,1.6936181223439688
26,0.29258637755441375,-0.11204589633122686,-1.0361013047587977,0.4046322738856406
27,2.1605349886956646,-0.24901328948246282,1.1700382151388382,2.4095482781781277
28,0.37544042717200354,-0.007290095291698218,-1.8942122501531713,0.38273052246370176
29,-0.12054140681222347,-0.16204688307019088,-0.4440428098355056,0.04150547625796741
30,-1.7059614714177331,-0.6908300890981318,0.9212403686710284,-1.0151313823196013
31,1.118382743545455,-0.4968841922151645,0.48578382495565997,2.6152669357606193
32,5.155091108860177,-0.28714109419511225,0.5438526894027127,6.44223220305529
33,2.7197888713314393,-0.6661331297989556,2.8634554341478053,3.3859220011303948
34,1.9149092346960752,-0.6759350179380936,-1.462469085718928,3.590844252634169
35,0.6625464196261049,-0.5986671147962992,0.7100397371628858,3.261213534422404
36,4.811973319093743,-0.1583839368068839,1.6976218576452695,4.970357255900627
37,2.2055710594274194,-0.17775214643375892,0.27583741360489633,3.383323205861178
38,-3.755615580863962,-0.11862672035920296,0.5809513398421285,-3.636988860504759
39,3.134490256088836,-0.6247034103259039,-1.360280944152669,3.75919366641474
40,0.736790686376702,-0.0033179802255340896,-0.6386389357894289,0.7401086666022361
41,1.9044404439399454,-0.4836334045596948,0.010627827286157271,4.38807384849964
42,3.2381823236100455,-0.23803448074871325,1.1453465843925497,5.476216804358759
43,0.6173211975562327,-0.024310348296144424,-0.8687370693015448,0.6416315458523771
44,1.4322363444254353,-0.09851032763821299,-0.16839754029896703,2.5307466720636485
45,6.438338942222146,-0.0056345265825038515,-0.1186031654425227,8.44397346880465
46,5.427817406337592,-0.2275785402894528,2.112254357009774,7.655395946627045
47,3.4073375348034824,0.007677329146129508,2.145673503569393,5.399660205657353
48,2.3883052346632865,-0.37666445555766226,0.08784412151965264,2.7649696902209486
49,1.3471355682347768,-0.3838306189060521,-1.1628781944253652,2.7309661871408286
