,A,B,C,D,E,F
0,5.887562362334197,-3.4132265872915553,-20.23628836632887,2.02913663669845,2.3592960231272873,1.6357061486590072
1,3.9605627673139914,-1.5000971426321252,-8.099178779980685,3.25830769910129,0.34205011048221623,2.262943083474964
2,1.8629337626798754,-0.6374778478673996,-2.504835792824882,1.6707466546256278,1.182743212927802,0.6707469809214537
3,4.43841445949636,-1.7243971223924948,-6.477707806067064,2.394495975074556,3.6758813158736987,2.0378285936225145
4,1.764753446016308,-0.3590747164226338,-2.227648588485672,2.1203453334991558,0.9060297546984996,1.2787699909919688
5,4.4464269111819394,-0.011167975887365827,4.425492977937625,0.4274701535299318,6.97515056646664,-0.09448367027550564
6,4.24142537473126,-0.8026601728458371,-5.009330276399865,2.7537804533575567,0.8950929479946471,2.1161095161835934
7,1.7996071239918396,1.3812704649342358,2.073401798576226,1.1661175858108357,2.0876576297210554,-0.8762467167748902
8,-0.3672429910457762,-1.3473928311296615,0.7817224026609702,1.4818488981928906,2.786901829243277,0.9112948576989366
9,4.198967560835063,0.46054099250768193,0.6260598061191134,1.3597167059521191,1.1922631181445726,-0.37156614261198984
10,4.923045903268271,-2.707227714402054,-12.962101976184636,2.2631375163893077,2.865704332416721,1.2779063020109445
11,4.047003812398528,0.32188080744864095,0.43242451841295537,1.1329069976583295,1.6297716635303887,-0.1533059230757683
12,2.60307056343429,0.06925891831275129,1.0519607384343885,0.9764240598162981,3.3716748869191657,-0.08234765436728997
13,3.774768474135774,-0.6829729154975309,-5.067183685336685,2.9694634350506064,0.010880944771990642,2.086936663617633
14,6.077046302234658,-0.053730722304304965,-0.8325071754922231,1.045013634911409,1.9940169118035507,0.057247341247465666
15,3.258511623672365,0.35500999030466035,1.1615815852987676,1.0782685328363344,2.504777405371218,-0.3963411098970393
16,-0.009214312768372701,-0.8944180255578085,-0.26394382971347596,1.9211587031684287,2.2278147228533642,0.9278555097624188
17,5.7581053142981995,0.049475208299864765,0.469145444939445,0.9062543438015702,2.6842619851019833,-0.03489157571892987
18,3.8610129824457404,0.9071958902515271,4.377718872904733,1.4528062325068778,3.375023763022165,-0.48696493166657473
19,3.0465110839990905,1.353676193171555,2.1480310305835557,1.9447350527746097,0.5240415039407191,-1.3902247953414009
20,2.063465927270585,0.028622700118166162,-1.8013356944972303,1.5816367895976764,0.6396023390624501,0.5816369643170862
21,3.9035804720943426,-2.123139386494731,-10.442190006645475,2.0449960375639464,0.3456554420097201,1.3902271836401952
22,1.456698211655523,-0.17854465524933946,-1.311443533614454,1.7976868289961465,1.4486421463879107,0.9402419061446992
23,3.3644050357717603,-1.0785226070604474,-2.7475679291361024,2.5293812169338867,3.3810189612517547,1.5989606451340508
24,1.6953035275143622,-0.19366702905589622,-2.160397452412886,2.28421206508835,0.6679269451088016,1.5097672781572025
25,3.9713213497391147,0.18820889871708307,-0.43663654522480044,1.4400493343004779,1.315925437089161,0.6854008250382461
