,A,B,C,D
0,-0.7643662567450198,1.0183358619337817,-2.0,0.21729788132119854
1,-1.755616313084194,-0.42866187371999037,-2.0,-1.3269544393642037
2,0.8577295825928037,-0.03633454958153892,-2.0,0.8940641321743427
3,-0.8814834529510072,1.05306800760362,-2.0,-0.9345514605546272
4,0.19586544369983727,-0.07837366590280281,-2.0,2.27423910960264
5,-0.8227522749172766,0.5664031437495798,-2.0,-1.3891554186668564
6,1.8678001198653629,-0.6060469697679534,-2.0,2.473847089633316
7,-0.597779276951578,0.5740136916608238,-2.0,-1.1717929686124018
8,-0.08540762991840745,-0.6112059743554994,-2.0,0.525798344437092
9,-0.8665316775894389,1.4035849941089154,-2.0,-2.2701166716983545
10,-0.728016841718464,-0.09713865237592456,-2.0,-0.6308781893425395
11,-0.43023669206476045,-0.19299649100452948,-2.0,1.762759798939769
12,-0.7727407883161612,0.7089328664354371,-2.0,0.5183263452484017
13,2.149757153470274,-0.4193655408758561,-2.0,3.56912269434613
14,-1.381680299655494,0.8237066038043281,-2.0,-1.2053869034598221
15,-2.8885250207604876,-0.4827703221971472,-2.0,-2.4057546985633405
16,-1.0766496590244528,-0.43020133984464926,-2.0,-0.6464483191798035
17,-2.4799126473847175,-0.42072542221762893,-2.0,-2.0591872251670886
18,0.3339050260006786,-0.2926972188893703,-2.0,0.6266022448900489
19,-0.48296239607526115,-0.8681117264899986,-2.0,1.3851493304147375
20,0.08758817019122844,-0.27994966577848857,-2.0,0.367537835969717
21,-1.8257172530834793,-0.7591578029048601,-2.0,-1.066559450178619
22,-1.8107893245806599,-0.1747911356630809,-2.0,-0.635998188917579
23,0.16461297680738207,0.713163318053209,-2.0,-0.5485503412458269
24,0.2700770690964793,1.375285801692257,-2.0,-0.10520873259577757
25,0.65337214903552,-0.12038933157811438,-2.0,1.7737614806136344
26,-0.7285977110956585,-0.28179760855078995,-2.0,-0.44680010254486857
27,-1.5606471123696692,-0.25225388152984496,-2.0,-1.3083932308398243
28,-0.8995568200373629,0.25036870408842954,-2.0,-0.14992552412579246
29,-1.5868485791044102,-0.2806658282011453,-2.0,-1.306182750903265
30,-1.3235576366024864,0.1759803144942778,-2.0,0.5004620489032359
31,-0.02413361002675396,-0.6771514113218748,-2.0,2.653017801295121
32,-1.0239038625522334,0.6371819437237292,-2.0,-1.6610858062759626
33,-0.63840062547651,1.0774094721007188,-2.0,-1.7158100975772288
34,0.006261381459901738,0.8526379827261494,-2.0,1.1536233987337523
35,-0.7763169837231232,-0.12503963894102277,-2.0,0.3487226552178996
36,-0.7908098090493842,-0.6558881335981919,-2.0,0.8650783245488076
37,-4.321023800581372,-0.5449653292020293,-2.0,-3.7760584713793426
38,-1.6709455952346133,-0.29988046013263026,-2.0,-1.3710651351019831
39,-1.6166493745838824,-0.19564603059637542,-2.0,-1.421003343987507
40,-0.22776163049976605,-0.03657261996030836,-2.0,-0.1911890105394577
41,-3.277354705402672,0.032237628838191146,-2.0,-1.3095923342408633
42,-1.0704431609338054,0.5579668149290663,-2.0,-1.6284099758628718
43,-0.13273958231707872,0.3588979072002597,-2.0,-0.49163748951733843
44,0.08709779700261677,-0.3520029687116346,-2.0,0.4391007657142514
45,-2.1142034478995093,0.06160323501524145,-2.0,-2.1758066829147507
46,-1.8120086114690221,-0.37559583579604505,-2.0,-0.4364127756729771
47,0.1951751846862937,0.7334562857531857,-2.0,-0.538281101066892
48,-0.1401530081414466,-0.7397450062914372,-2.0,0.5995919981499906
49,0.9695032914072588,1.0671152318042565,-2.0,0.9023880596030023
