,A,B,C,D,E,F
0,6.652227102566237,-0.2882381690253152,-1.1035570018913343,-2.0,3.3138687580929354,0.4385191843875124
1,4.809902499526978,-1.6142722794222606,-8.586603370935887,-2.0,1.6778889007743576,1.5476451087652467
2,5.004886141774274,-0.032610110936173164,-1.407424369590632,-2.0,1.2557855227155426,0.015510931435149145
3,1.9665772162944464,-0.1838997740898017,-2.0358441822857034,-2.0,0.8258089235209962,2.3690027523506574
4,2.8482017518608056,-0.3400098714925297,-2.8235896609751263,-2.0,0.6448270506598639,0.6110033652464653
5,3.519148224881093,-0.4448251519746924,-1.2382510909478959,-2.0,2.8271545530063054,0.9971656501710163
6,5.690725073281886,-2.0122367376775565,-11.248092089692996,-2.0,2.702993966787619,0.6614537997563139
7,2.0784277702894647,-0.5017510679322508,-1.402399098266938,-2.0,2.1404542550958476,0.14571071689818238
8,3.4142146322174955,0.008020892609728405,-1.3931637394325789,-2.0,1.0794512116558412,-0.08170528067747895
9,4.8822250768342155,0.09645070918769014,-1.325776521467516,-2.0,0.7033294074578991,0.3734506473718482
10,2.192739473800864,-0.7763994287501951,-2.755804750889473,-2.0,1.446636923967521,0.453102795977278
11,4.418898235114198,-0.6281990371599627,-4.738834003798119,-2.0,0.537113612808479,0.440059521675642
12,1.2594240272829005,-0.4071223298599601,-2.1109263313863567,-2.0,0.9018133128826719,0.21751965399511913
13,4.214818762684636,-1.3245950248279168,-7.145833010347474,-2.0,0.9370949532559503,2.15894985084301
14,-0.2774940305383153,0.6057827381142096,-1.9045281697581,-2.0,0.7635729238717486,-1.1102418619003638
15,3.1056492242080447,-1.9018451331554938,-7.966869399358033,-2.0,0.43959446299017163,1.00662124860269
16,6.57747565281069,0.1623459598486611,0.5439449930442661,-2.0,1.976118394807516,2.0719777929326195
17,5.42141897204197,-0.12350197630179297,-0.447101061168242,-2.0,2.7224548962389763,0.10865092603128867
18,0.15503238203501077,-0.16602946693014756,-2.107517279768229,-2.0,0.4182226639779549,0.8216557787157874
19,1.9480379514020312,-1.2138998780577313,-1.9485981848419622,-2.0,2.916124846816796,0.747130324790418
20,1.826412104614124,0.9350483471066972,0.43064570952924797,-2.0,1.2228620899741471,-0.6890746922430275
21,3.699336719845979,-0.6891695603406011,-3.182955224245801,-2.0,1.8665150365222938,1.010277142103498
22,6.482444328236203,-2.2553663695989,-14.830904823546902,-2.0,2.2893821071541636,1.39180288975537
23,0.9070995532984859,0.14810712369133439,-0.9432940576343751,-2.0,1.4223580366248918,-0.11662397932003488
24,3.971310622670449,0.18695873234972502,-1.449535669942619,-2.0,0.30799313027591674,1.0616516586227525
25,3.951768555017822,-0.2613343086627315,-3.5687223326360007,-2.0,-0.035989629315296645,1.1096175419809695
26,3.378302048607556,-0.6989242207551114,-2.0913066404041794,-2.0,2.769870486394253,2.5843676108375835
27,4.342103249847037,-0.014801737795714026,-1.8992212788461127,-2.0,0.6650493949400409,0.06369123870408278
28,38.76228467039283,-0.13978999473542336,-1.286652481405814,-2.0,6.6319270886013815,2.463678718598207
29,4.684038210985843,-0.33592196353326764,-2.0121301572056614,-2.0,2.0613411558935573,2.068566671075871
30,0.24340384789301628,-2.1984655814603506,-1.7518795768519118,-2.0,1.283235405135895,1.4137163602434284
31,4.277665701258066,0.46657494876541267,-0.17437052684568588,-2.0,0.32977781775426906,-0.23821849592609023
32,3.5163219916598347,-0.8207492988607522,-4.61722745311895,-2.0,0.7687913561045034,0.4422996848321332
33,0.2516177088965093,-0.24613820778408643,-1.7563696541239984,-2.0,0.8055630777905265,-0.25809573516616613
34,2.1121514661522576,0.0004371683316339151,-2.0229092913172093,-2.0,0.4761673429501749,-0.01664420499552688
35,1.2274343069951534,-0.06038367526863011,-1.1387911664806274,-2.0,1.435325828126544,2.377854006352246
36,-0.40003775766270655,-1.7832932872543819,-0.06655900778215429,-2.0,1.7200563443296457,2.1330503170233293
37,3.4653322968884552,-1.9591639845236983,-8.600468596695753,-2.0,0.6886856337748919,1.8518978728888296
38,0.4766784132029658,0.9233192378779982,-1.1770983114840337,-2.0,0.8827753393245104,-0.8145814238827165
39,1.4716336930680154,-2.2877356716283366,-3.671088485552572,-2.0,2.1956204096492735,2.1786490761284583
40,2.40066188298681,-0.6300736395664202,-2.1028391882142086,-2.0,1.9097545817676662,0.4104098769607531
41,4.558678645985095,-1.6736602803551832,-8.47793035605618,-2.0,1.6517490246324211,1.930607280746028
42,0.983603351487114,-0.788847967143587,-1.255974546971768,-2.0,2.019938957324461,1.736814513500504
43,3.390111127730458,-1.3999325854522804,-6.787770996278372,-2.0,0.4581560397358736,1.0421201220036074
44,2.5371759099997484,0.03868503359571993,-1.869309267407837,-2.0,0.5325399972755713,-0.16125473245698685
45,1.7606658809657016,-1.086454724492657,-3.9914496765253347,-2.0,0.4214340881028779,0.4108068651678725
46,3.977308482708584,-0.5997629010760291,-3.31448206037179,-2.0,1.57096001369181,0.3337382753525048
47,1.2075865570902113,0.3445504103136929,-0.40949772545108987,-2.0,1.674427830814178,1.6146780096886042
48,3.5336300422903624,-1.9209431980358904,-8.119992365842661,-2.0,1.1679102282702858,1.6267257132919772
49,-0.32577864319541994,-1.0477091722527745,-1.1988254845635797,-2.0,0.9598532428365147,1.4152139943381519
