,A,B,C,D,E,F
0,2.296129752090249,0.3350239351641462,1.2765384006813956,2.9340755093709983,3.007279975488645,-2.0
1,3.2713297435489084,1.2804798799225956,2.030097578957908,2.637386011538579,0.3412256617511862,-2.0
2,3.7821439055462993,1.0884823121262035,3.690657185328174,2.807264032269411,2.073860442225109,-2.0
3,1.0442911357550293,1.3594416816308446,-0.46939746446826813,2.8610220723357633,0.6109496378287304,-2.0
4,1.5032008568031028,1.6307573509723388,0.8611187771794979,2.53971607146814,0.90976292995992,-2.0
5,1.427224673386441,1.8490982846468964,0.7039937848741276,2.9326486393789426,0.5649150895095324,-2.0
6,2.261950029593652,0.9401547500125268,0.2181444681842586,2.4323614794321022,0.591561403570811,-2.0
7,-0.8056408436198069,1.9572906516398259,-4.168071100659905,2.9078157940781035,-0.09119780886363404,-2.0
8,4.95317943473014,0.975445818765092,3.7972232939162796,2.686908989848405,1.465665124715523,-2.0
9,3.2333753964565553,1.060199933215119,2.2137153810444588,2.345901724597678,1.2856910016618097,-2.0
10,4.984057342786826,-0.7696122685168637,-4.473128144863228,2.9980070868241535,1.8626635331370736,-2.0
11,5.398912215204311,-0.3265235948006498,-3.1046594554450997,2.930298541164145,1.1582127690765516,-2.0
12,4.1268871214858684,-0.2878270912303289,-2.1680821080871473,2.8868628235931926,1.5197478079260354,-2.0
13,3.3453287953792152,1.0107777441517953,0.29628338577931235,2.8516564994183464,-0.5851005074601336,-2.0
14,1.8729049125346076,-0.4793480335436966,-2.927033647218711,2.9434619821989405,0.4707396396190825,-2.0
15,0.2099978181452843,1.7055223869818346,-1.8703757450412144,2.8833775156388386,0.2714682748946631,-2.0
16,3.623205476248703,-0.4481051655093763,-3.561475241770432,2.6527363718259727,0.5621018478384718,-2.0
17,2.2111698085765688,1.1190029410076705,1.0960156000649386,2.5186535238700793,1.1217100812003902,-2.0
18,3.258462249781302,1.279792960528604,3.1074354635668975,2.709961531416906,1.4372784141485893,-2.0
19,-0.2645004405573641,1.5774938174651192,-2.900794914098503,2.9571039616287624,0.016452895597539208,-2.0
20,2.5003123417918833,-0.15510887735239712,-2.9310670417335385,2.7957746215442527,-0.04324640136785632,-2.0
21,17.052576522489083,1.2509159430878312,22.428231837354353,2.8599012487650453,3.5968919946475126,-2.0
22,0.1624452880652737,1.9251539014824397,-1.9877665904709905,2.9467323493807265,0.1995012294327092,-2.0
23,1.203965500938489,1.4060115576947863,1.9799424972302582,2.7238454771983207,2.7871530878449495,-2.0
24,2.278624207239881,0.7020503203924947,-0.8428931275154143,2.9999996724069127,0.057398017737732815,-2.0
25,1.5696296023100316,1.100012077188085,0.36336220041433975,2.7519534342133722,1.1367506811613741,-2.0
26,1.5452753337043932,1.797535884340525,0.9162044300007124,2.3810861982344034,0.6385165664807865,-2.0
27,4.567353197411176,-2.0988185719210835,-11.515405410015063,2.9786543906001963,0.5706403052346567,-2.0
28,2.4686800644588445,0.8864073424840286,-0.14545214335368373,2.9095004717685007,0.16629172126605146,-2.0
29,2.828055295645592,-0.4294335609902972,0.09440847415833975,2.9202751062570975,3.8088703304448943,-2.0
30,-0.21883101254585433,2.5708162448981446,-3.0123950290462296,2.9089983643219153,0.050179292894162564,-2.0
31,1.7005032593053149,1.3749943941771396,2.2031000451769565,2.8772983773165337,2.364917596352194,-2.0
32,5.987962263184651,0.8291542952760935,7.279280793710292,2.911923231332122,4.814336163239579,-2.0
33,1.2306903967600429,1.1021413252569987,4.241620001267194,2.5250268195752903,5.385225256401018,-2.0
34,3.552137527043471,0.809230761365851,2.2962992703710583,2.4527600204518825,1.9218003148854592,-2.0
35,-0.6924894501887344,1.0949697422293845,-3.7987014832861457,2.5976921424077597,-0.5404464885164191,-2.0
36,4.985294628859184,-0.06773849762634601,-2.4843384568259284,2.4764141616871322,0.35335791155768514,-2.0
37,0.3151781461761217,0.17415033800219462,-1.9144923066643416,2.940749047524553,0.5306193126481816,-2.0
38,4.174486704272054,0.881227659037159,2.0800453012726354,2.953061809523565,0.9013721551852283,-2.0
39,-0.8121037852733097,1.6280296607153464,-4.06884105085463,2.822805714078874,-0.2467120008504743,-2.0
40,1.451538449043938,1.1722223553838744,-0.39927307880365914,2.683693719388047,0.3992011015278,-2.0
41,3.656481755481384,0.5726950700352266,1.0653141085159392,2.979904622425659,1.4712650334779998,-2.0
42,3.601261901777281,1.8767019459525798,5.003404219990261,2.9837833079661413,0.7449090010399502,-2.0
43,3.640716188587247,0.6786142750780342,-0.2871432674552943,2.998291423778428,-0.25778524453829244,-2.0
44,2.8751937105123475,1.8547727686853654,4.568203887063831,2.8049187470125543,1.7353728881100952,-2.0
45,4.660917669844002,2.599726574648902,9.883837432457286,2.8748323575130854,0.26672590391319523,-2.0
46,1.7468815062090195,-0.15453538310362577,-1.643132309526584,2.691490541583691,1.1268226932720657,-2.0
47,-0.11604198827590573,0.5678724268824519,-1.6679056993295083,2.9870484314732635,0.8979913461729954,-2.0
48,3.90086262886689,1.9484897571911541,5.7792411718833385,2.814014841978899,0.6784502953264442,-2.0
49,4.6850025940897275,0.22608044910686143,-1.1136237242720597,2.990689704800072,0.3271887851893238,-2.0
