,A,B,C,D,E,F
0,1.426904364646857,2.0,2.321129480601739,1.7720577805341966,1.9673207513080242,0.8189538075524707
1,3.4151289323229275,2.0,5.363577211947382,1.0695518766610848,1.0333193473015272,0.06979075811098223
2,-0.7121205744882776,2.0,-2.4029214427601158,0.8120567873302247,1.5213197062164394,-0.07610384450960583
3,3.690972354905157,2.0,6.024819939815075,1.1936755608237353,1.1428752300047604,-0.29584835123873743
4,3.547730070530971,2.0,6.300624732695802,0.936622124712472,1.705164591633861,-0.066588880598765
5,1.1781304033309217,2.0,2.0483640892198833,2.280866531122018,2.19210328255804,1.491226974076179
6,0.6756065458539858,2.0,-0.46930139996770004,2.6156950456873918,0.6794855083243283,1.649421063756394
7,-0.6269012085312436,2.0,0.5204683651893403,1.1230912827898227,4.274270782251827,-0.17211078013311942
8,4.763665693080064,2.0,12.952707909158956,1.492105126424745,5.925376522998828,-0.4930243459839141
9,3.9337317156202665,2.0,6.048419495175619,2.381856817934599,0.6809560639350852,1.604168843207701
10,7.04612648741415,2.0,15.944073846563903,2.136821510318093,4.351820871735604,-1.141054275497864
11,2.0541183648634513,2.0,2.753178647404795,2.5289930252952675,1.1449419176778923,1.7187310285502322
12,21.142284436591396,2.0,46.891090756584006,2.162504935405459,7.106521883401218,1.3861774495073371
13,1.2263667119087414,2.0,0.1863870569092536,1.7039300301486153,0.23365363309177106,1.4386377870822624
14,4.125411828136264,2.0,7.545116186953546,1.497891045654804,1.7942925306810174,0.5154745045160292
15,4.837739982120696,2.0,11.164369265724957,1.4124520686378659,3.9888893014835647,0.45353801295837604
16,-0.04859410765331318,2.0,0.8949928809342262,1.7552535514070788,3.4921810962408526,-0.8399084374160255
17,1.252445010396392,2.0,3.179502777741419,1.3622933810865416,3.1746127569486347,0.9649431905915429
18,4.855635311076637,2.0,8.588424745137475,1.9125649100218913,1.3771541229842017,1.4458011304137237
19,3.1733671512173602,2.0,6.185422961516927,1.0728658785389302,2.338688659082207,0.5503442834752044
20,1.2232668827341913,2.0,2.0450555202727525,1.5389974619320106,2.09852175480437,1.1319517461130575
21,1.308940450470683,2.0,2.026117446963214,1.0180226587517323,1.9082365460218478,-0.2618310233734119
22,3.7674985232258806,2.0,11.173650568455372,1.343263234388558,6.138653522003611,0.45623062763903427
23,3.178903666757001,2.0,5.758523850154965,0.8959822353734971,1.9007165166409623,-0.079525312512841
24,-0.6896939201944403,2.0,-2.344581244061862,2.579192228728145,1.5348065963270185,1.5883986596306716
25,1.8353115261591348,2.0,4.761880094381966,1.2985068184643707,3.5912570420636962,-0.32142689023390547
26,0.14790192506327016,2.0,-0.8569677179204229,1.355243812309994,1.3472284319530368,0.6140129556546269
27,3.1744773031006837,2.0,4.763156056505601,1.3489870210435546,0.9142014503042337,0.7617777146355234
28,-0.6446760661942014,2.0,-2.5997200601181225,2.345083566819093,1.1896320722702802,1.4802481242921606
29,-0.7804532264445178,2.0,-2.9527127018013393,1.5646618291299204,1.1081937510876962,0.8028192529433764
30,1.6515430748043105,2.0,1.0661797576156715,3.6282862612270494,0.2630936080070507,2.725170125566157
31,2.966627810554257,2.0,5.393108311410514,1.3801010881331273,1.9598526903020002,-0.5764551943753662
32,-0.009912192150495325,2.0,-0.7223130906144306,1.4540411144169552,1.79751129368656,0.9692778664713249
33,4.548186656375306,2.0,8.269829268407117,1.2211103648400303,1.673455955656504,0.24942279003919993
34,-0.260617287907706,2.0,-1.7253497480541202,1.7203747996425447,1.2958848277612918,-0.9278003383242022
35,1.6588478035068823,2.0,2.0087292709068265,1.202284874087601,1.1910336638930619,0.6174273167301608
36,3.989844001624952,2.0,9.477279265096055,3.293948569119782,3.997591261846151,2.5306784988280886
37,5.911503775883522,2.0,12.395151755568328,1.784792788656171,3.072144203801285,0.8329939068626162
38,-0.05210453057766529,2.0,-2.0733664865495216,2.0169249645230614,0.5308425746058089,1.0602299352331983
39,3.173278638823093,2.0,4.712650311176516,0.9938191153067675,0.8660930335303298,-0.043475610956827615
40,3.874848373694469,2.0,6.518845019774609,1.1681111099108166,1.2691482723856706,-0.37916900103637063
41,3.5573900292105307,2.0,5.151800223167731,2.298993613137916,0.5370201647466698,1.5305017210547245
42,3.6276541707030785,2.0,6.114023329983116,0.9349739715839163,1.3587149885769585,0.28732942842948866
43,2.7416338218421217,2.0,5.68513849588312,3.036398305480541,2.7018708521988772,2.273440059969992
44,3.4047668511453986,2.0,5.141372371260712,1.235731190610481,0.8318386689699145,0.6762731669656821
45,-0.2732646394247069,2.0,0.8998609438591507,2.261793555584278,3.9463902227085645,1.3272750435424467
46,2.867344705348444,2.0,5.053765549973082,1.7663389719865599,1.8190761392761932,1.0092346081263308
47,3.7464329496875335,2.0,7.4365717925284756,1.3216785583474095,2.4437058931534086,-0.3864047741519865
48,3.6387492574798945,2.0,4.834406166368418,3.344784665218099,0.056907651408629134,2.47473539673174
49,5.3114087009098885,2.0,13.92193059450786,1.9478648082255972,5.799113192688082,-1.5165817034713711
