,A,B,C,D
0,0.0,0.8124004272703035,1.9792947404898569,-0.8124004272703035
1,0.0,-0.4532064172013015,-0.2572851935840186,0.4532064172013015
2,0.0,-0.04310205882565893,0.21859623847532117,0.04310205882565893
3,0.0,-0.788697150185532,-0.24110220605889743,0.788697150185532
4,0.0,0.7952457651394913,-0.04866319556697799,0.2047542348605087
5,0.0,1.6723876142907002,0.4437346865375227,-0.6723876142907002
6,0.0,0.984020106369826,1.282592336543436,0.015979893630174047
7,0.0,0.549753398971342,-0.21587080213517423,-0.549753398971342
8,0.0,-0.6661062429643755,-0.1851300505219372,0.6661062429643755
9,0.0,-0.6530287788304895,-0.7212485545981826,1.6530287788304894
10,0.0,-0.040557997047429684,0.017256398770889917,2.0405579970474297
11,0.0,0.2574909257700541,3.043411884680744,-0.2574909257700541
12,0.0,0.22773048037530225,-0.9356069525798297,0.7722695196246978
13,0.0,0.7257177905866442,0.8467811104287244,-0.7257177905866442
14,0.0,-0.02048339635061519,0.5577464584179835,2.020483396350615
15,0.0,-0.3195398895821816,-0.37059666883521963,0.3195398895821816
16,0.0,-0.09896562310369839,-0.14933865725180007,1.0989656231036984
17,0.0,0.18764634407822123,0.8005808837916383,-0.18764634407822123
18,0.0,-0.08762260218034768,1.100599310917467,2.087622602180348
19,0.0,-0.23601870464966623,2.339206730907809,1.2360187046496662
20,0.0,-0.030532889657268636,0.4418279269778051,0.030532889657268636
21,0.0,0.4437972046576659,-0.28573787730174327,1.556202795342334
22,0.0,-0.5328016210730628,1.0297360021327713,0.5328016210730628
23,0.0,0.04846945235198152,0.639069550351761,1.9515305476480185
24,0.0,-0.07489403530176386,0.6134717371121723,1.0748940353017638
25,0.0,-0.6737087059549073,0.25675352423206893,2.6737087059549074
26,0.0,0.7079378496338475,0.7728421100549432,-0.7079378496338475
27,0.0,0.7890687322176313,0.7194835164801822,-0.7890687322176313
28,0.0,-0.2702833638208467,-0.6168682301051435,1.2702833638208468
29,0.0,0.07768126957180654,-0.24149087267765992,0.9223187304281935
30,0.0,-0.7101990815948725,2.81681801659441,0.7101990815948725
31,0.0,-0.3607048545569042,1.289177254646025,1.3607048545569043
32,0.0,-0.09341827555025561,0.748838343821231,0.09341827555025561
33,0.0,-0.10461288344587583,1.4035773953105333,0.10461288344587583
34,0.0,-0.05161814569766643,1.5625432832210988,0.05161814569766643
35,0.0,0.9641246120383598,-0.8606980726512642,-0.9641246120383598
36,0.0,-0.4763536438987997,0.23674792977543638,0.4763536438987997
37,0.0,-0.22093248143529087,-0.3512398824488504,1.2209324814352909
38,0.0,0.07803517192184828,-1.7066254936188983,0.9219648280781517
39,0.0,-0.41425778640899547,2.021096678108899,0.41425778640899547
40,0.0,-0.07247721583909528,0.9993587473307259,0.07247721583909528
41,0.0,0.45995085229686083,-0.21938395426299281,0.5400491477031392
42,0.0,-0.3931038636491191,0.5670998461655555,1.393103863649119
43,0.0,0.2278890910656547,-0.6081154506781865,-0.2278890910656547
44,0.0,-0.17418905729512757,-0.8728414514857301,0.17418905729512757
45,0.0,0.6716479144070049,2.7889634220358266,-0.6716479144070049
46,0.0,0.2536523535146107,1.095587387822062,-0.2536523535146107
47,0.0,-0.5078270957756683,3.161019586597209,0.5078270957756683
48,0.0,-0.06795713631844158,-0.9676282057312418,2.0679571363184417
49,0.0,1.5445124861222765,-0.7515274348549016,-0.5445124861222765
