,A,B,C,D
0,6.66513039931953,-0.056680938935322556,3.100826013876985,7.721811338254852
1,1.594528506751952,-0.16634489413686027,1.3727422424574962,1.760873400888812
2,0.005835053800877232,0.890836742773053,-0.2848331927940071,-0.8850016889721758
3,3.2607403332031764,-0.4141527320589576,0.8103601137951272,4.674893065262134
4,1.8808484965620333,0.8774274021537369,0.5071349612246148,2.0034210944082966
5,0.8354437876635367,0.732528777593064,-0.16454765797217205,0.10291501007047266
6,-1.7642892018270044,-0.11458255547607876,0.1516619700357344,-1.6497066463509258
7,-0.6904213050529986,0.006436453028668909,-1.8080439410415787,1.3031422419183325
8,-0.453545784380564,0.49192083294489636,-0.3405664394399424,1.0545333826745398
9,0.7599203020311435,0.21043468739269544,0.5504807303140429,2.549485614638448
10,1.876062895948149,0.5940290204750378,0.8329355030725187,2.282033875473111
11,4.610662496369048,-0.21288628681648947,1.4113970175826052,5.8235487831855375
12,2.6429835120806424,0.042893225873295915,0.06549941433293546,2.6000902862073465
13,3.015245505107369,-0.35550847097349947,2.102252116951517,4.370753976080869
14,5.834213255017694,-0.36979163921396785,4.364632615950695,6.204004894231662
15,-3.443333765594665,0.0005044854204955818,-2.6787802671505188,-2.4438382510151606
16,1.1042935812082861,0.9895413204783704,0.15938962905090615,0.11475226072991573
17,1.5366009790661956,-0.03581896641484028,-0.2972329924171127,1.572419945481036
18,2.796627705497694,-0.14424026607227403,0.1739461443268298,2.940867971569968
19,3.330597499496504,-0.18661078762390904,0.5558819009359346,3.5172082871204133
20,2.866386397341729,-0.13628542223569318,1.414972631870231,4.002671819577422
21,2.655649800995156,-0.23704311190791405,0.9223137815825935,3.89269291290307
22,2.611236677212188,-0.5925923529137138,0.43414251686142863,5.2038290301259025
23,1.0900036921284262,0.6252335884537539,-0.056905250009229996,1.464770103674672
24,0.9768605994278449,-0.5128339291110954,0.5364980190183449,1.4896945285389402
25,-0.817825952537726,0.022124237154583393,-2.164436769920617,-0.8399501896923094
26,-0.3720547281167129,-0.4630726604765313,-0.6859580253332619,1.0910179323598184
27,-2.2812951190382322,0.4473343812126104,0.29667007089931424,-1.7286295002508427
28,2.54728570134737,1.042031562298672,1.4179902839403973,1.505254139048698
29,2.221577942244492,1.4717193255259016,-0.23840922914752458,1.7498586167185906
30,4.16383128819608,-0.20058314770845265,0.6125187227090028,4.364414435904533
31,2.8143999239865014,-0.05303765971646207,0.787281344951655,2.8674375837029635
32,0.16614590012348718,-0.49101204588068204,-0.5268682850492455,0.6571579460041692
33,2.2484558475267953,-0.02400831266209602,-0.6252935927952343,2.2724641601888913
34,-3.0734936201427914,0.9600918229946225,-0.9226364430076537,-4.033585443137413
35,0.5027240305065805,1.3324725884233284,-0.47727950025073046,0.17025144208325216
36,1.5888388704678886,-0.5833561237629344,0.3780110688196007,3.172194994230823
